customer_id,event,value,time
ff35495df493403388a7373862bcf2d5,transaction,{'amount': 4.92},612
f3845db4f3ba4afb8e82417d42199f24,offer viewed,{'offer id': '2298d6c36e964ae4a3e7e9706d1fb8c2'},612
f62c31aa3c65443eac8b18800bfb6a8f,transaction,{'amount': 3.9},612
47cdb6b555e44e2a90c6321d35186ac6,offer viewed,{'offer id': 'f19421c1d4aa40978ebb69ca19b0e20d'},612
beb23fe2d754426b9376449d5668990a,offer viewed,{'offer id': '9b98b8c7a33c4b65b9aebfe6a799e6d9'},612
beb23fe2d754426b9376449d5668990a,transaction,{'amount': 3.65},612
bb3983180f0f4b019976c13d5106ce11,transaction,{'amount': 11.9},612
31a99f67ed9f4b859c4279e55e11d3fb,offer viewed,{'offer id': 'fafdcd668e3743c1bb461111dcafc2a4'},612
31a99f67ed9f4b859c4279e55e11d3fb,transaction,{'amount': 1.15},612
61d78b3d76d742b5b50f5f8379c21cf3,transaction,{'amount': 23.81},612
4346a6782c8a444ab83c212674613d28,transaction,{'amount': 9.2},612
43417e1318e84492888dc8a6aa6cc48d,transaction,{'amount': 13.34},612
43417e1318e84492888dc8a6aa6cc48d,offer completed,"{'offer_id': 'ae264e3637204a6fb9bb56bc8210ddfd', 'reward': 10}",612
a417d79c79d646f9ae12dbbe3a4e921f,transaction,{'amount': 15.76},612
685b8642b2dd48b382e8829c8f8d38ad,offer viewed,{'offer id': '9b98b8c7a33c4b65b9aebfe6a799e6d9'},612
6f7930563f024a839e1836b8e56292ea,transaction,{'amount': 1.6600000000000001},612
3971f0bafa78424ea2361204747cb108,transaction,{'amount': 1.23},612
f4994572197d4310bf922576d5a8d132,transaction,{'amount': 12.75},612
0b1b8fa8117043b09e75518860f3ee8d,transaction,{'amount': 18.93},612
6eaa05f587bb47d4aaec6b8adf978501,transaction,{'amount': 9.14},612
6d1b4ddc6746413e94754ee176a20ac6,offer viewed,{'offer id': 'fafdcd668e3743c1bb461111dcafc2a4'},612
e1dc82d60ba143359639a79f6b9827f5,transaction,{'amount': 21.35},612
60d0b2ba8ea3482f894c634b80801631,transaction,{'amount': 12.87},612
60d0b2ba8ea3482f894c634b80801631,offer completed,"{'offer_id': '9b98b8c7a33c4b65b9aebfe6a799e6d9', 'reward': 5}",612
7b83fb0794de40ea850c6c6653fcf244,offer viewed,{'offer id': '5a8bc65990b245e5a138643cd4eb9837'},612
2af6c4b492064929ad2089ec418ceab1,transaction,{'amount': 23.87},612
038d32f25cff4833ab44c5123e42583a,transaction,{'amount': 4.67},612
038d32f25cff4833ab44c5123e42583a,offer completed,"{'offer_id': '2906b810c7d4411798c6938adc9daaa5', 'reward': 2}",612
fe4e1ca704f5436ab5a213740e855925,transaction,{'amount': 2.05},612
7cf6b89464fb460c9b3a2458d2471ab7,offer viewed,{'offer id': 'f19421c1d4aa40978ebb69ca19b0e20d'},612
06647904f5c84f299ec20efa1cf923f4,transaction,{'amount': 2.69},612
2eb00c21064745de9a81539ded506dca,transaction,{'amount': 9.47},612
384e45d8529446baa852dd8e24767054,offer viewed,{'offer id': '3f207df678b143eea3cee63160fa8bed'},612
5164a5b8f90d4d4d8404d645af18193d,transaction,{'amount': 17.11},612
a3e1d4763dfd4b44bae6fc219c9b2681,transaction,{'amount': 1.72},612
fcab32332c634fee9b3c5776afbca109,offer viewed,{'offer id': '4d5c57ea9a6940dd891ad53e9dbe8da0'},612
d8f2763e76bb4f1fb27d7a595f5deff7,transaction,{'amount': 32.17},612
738943cdecfd4534853c159569fa9e49,transaction,{'amount': 3.58},612
377b9773bf3945589b144f0feabeccbb,transaction,{'amount': 2.06},612
c854415dc979460c9b0e8fbfe52e2b87,offer viewed,{'offer id': '5a8bc65990b245e5a138643cd4eb9837'},612
dd5193766e734094bdc27005f9433648,transaction,{'amount': 8.89},612
dc3c8a1742314e6981a2afdb83584dbf,transaction,{'amount': 1.03},612
55b54d41425842879fa466286364dfcd,transaction,{'amount': 0.17},612
e4762356dd2a488bb6e0733a06469078,transaction,{'amount': 6.35},612
55b7b860b3f14ff1bb7e317532de78d0,offer viewed,{'offer id': 'ae264e3637204a6fb9bb56bc8210ddfd'},612
fe6aa84b089547149a6adfb80a17cb5d,transaction,{'amount': 2.5700000000000003},612
30ab390d4075402483ff3162de6dd84a,transaction,{'amount': 22.92},612
30ab390d4075402483ff3162de6dd84a,offer completed,"{'offer_id': '9b98b8c7a33c4b65b9aebfe6a799e6d9', 'reward': 5}",612
2bb9ae13afd749f6bcfd45b95430b02a,transaction,{'amount': 9.35},612
2bb9ae13afd749f6bcfd45b95430b02a,offer completed,"{'offer_id': '9b98b8c7a33c4b65b9aebfe6a799e6d9', 'reward': 5}",612
2bb9ae13afd749f6bcfd45b95430b02a,offer completed,"{'offer_id': '2298d6c36e964ae4a3e7e9706d1fb8c2', 'reward': 3}",612
c259c5ceb06440219fa381a1fbf4c337,transaction,{'amount': 6.42},612
c767d7616bc64426afdc32420e28dd23,transaction,{'amount': 12.62},612
4265aed052a445d8a7e72c9ae16b77e0,transaction,{'amount': 1.54},612
6754504014ab4a7e8fce507acf566f9f,transaction,{'amount': 22.83},612
6754504014ab4a7e8fce507acf566f9f,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",612
991e1092ad554373aed297ac057ed7dd,transaction,{'amount': 8.06},612
991e1092ad554373aed297ac057ed7dd,offer completed,"{'offer_id': '2298d6c36e964ae4a3e7e9706d1fb8c2', 'reward': 3}",612
ed79f35c799d4f829f864b86f5eb43f7,offer viewed,{'offer id': 'fafdcd668e3743c1bb461111dcafc2a4'},612
e181c5fdee7840f7a0ed7e869d6da62c,transaction,{'amount': 10.07},612
bcd9fbbb25454c38be9ed35ca901896e,transaction,{'amount': 4.4},612
663884323bd64c2ea720507e44b1b322,offer viewed,{'offer id': '2298d6c36e964ae4a3e7e9706d1fb8c2'},612
9061463d5dca462e929d07a3481417ec,transaction,{'amount': 8.35},612
9061463d5dca462e929d07a3481417ec,offer completed,"{'offer_id': 'f19421c1d4aa40978ebb69ca19b0e20d', 'reward': 5}",612
659c2598aaf34b2ab23852a2796e5a12,transaction,{'amount': 2.73},612
cec6feb9507e4fb3b152745e779d5660,transaction,{'amount': 6.53},612
cec6feb9507e4fb3b152745e779d5660,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",612
02b7a80a321c4b078af92d494cc0f012,transaction,{'amount': 6.92},612
2c84eb07bc4c4480862ef63a3826c4b0,transaction,{'amount': 17.88},612
2c84eb07bc4c4480862ef63a3826c4b0,offer completed,"{'offer_id': '2906b810c7d4411798c6938adc9daaa5', 'reward': 2}",612
2dab8c385a2440b78b432ecb72d68787,transaction,{'amount': 1.97},612
d73856001b394ccb84735142baad4889,transaction,{'amount': 17.57},612
d73856001b394ccb84735142baad4889,offer completed,"{'offer_id': '2906b810c7d4411798c6938adc9daaa5', 'reward': 2}",612
17804e6e49634635b254ed31bee29d3c,transaction,{'amount': 34.26},612
6cacb0af4f064cb6b25e4180c8af1136,transaction,{'amount': 15.11},612
ce1d59f272f744c5aecefef2aba4d44f,transaction,{'amount': 1.71},612
1d324572a0874ef480cc121408eb72d0,transaction,{'amount': 803.28},612
1d324572a0874ef480cc121408eb72d0,offer completed,"{'offer_id': '2298d6c36e964ae4a3e7e9706d1fb8c2', 'reward': 3}",612
5d02e48e7b974a69875d0c6ab097928e,transaction,{'amount': 2.76},612
9d3cf2c5c0ab49f98dff4babaa56211a,offer viewed,{'offer id': '4d5c57ea9a6940dd891ad53e9dbe8da0'},612
a13d12b423c0443cbaa3815ce04ed056,offer viewed,{'offer id': '2298d6c36e964ae4a3e7e9706d1fb8c2'},612
09bed795bc814b4e9ab2cad8f8b78fc0,transaction,{'amount': 24.44},612
09bed795bc814b4e9ab2cad8f8b78fc0,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",612
ebc3aaf34b8b409d87b2485e8c76621a,transaction,{'amount': 12.85},612
baa8971400b245f79072e0bb96c3b7a9,transaction,{'amount': 21.16},612
baa8971400b245f79072e0bb96c3b7a9,offer completed,"{'offer_id': '2906b810c7d4411798c6938adc9daaa5', 'reward': 2}",612
73b88314a21d4117b72d50a537f8883c,transaction,{'amount': 2.16},612
6afa642622ef46e1b92f4135748e5fd8,transaction,{'amount': 9.04},612
6afa642622ef46e1b92f4135748e5fd8,offer completed,"{'offer_id': 'f19421c1d4aa40978ebb69ca19b0e20d', 'reward': 5}",612
bb6e1c4b0c814c0d95fefd429c608295,transaction,{'amount': 5.49},612
3a912dda124a43719e766fe8af45f565,transaction,{'amount': 0.65},612
400b0b26df05490381f988a896541cf6,transaction,{'amount': 4.91},612
43bff596145f4aaba066c31ff63e8a91,transaction,{'amount': 2.09},612
9f2fdda6613a446582d4c2f51520f344,transaction,{'amount': 21.58},612
984ada73b03f4ed49177ff89ff121dd1,transaction,{'amount': 0.33},612
34e19e3dc5ea431a810374298da4d28b,transaction,{'amount': 10.79},612
34e19e3dc5ea431a810374298da4d28b,offer completed,"{'offer_id': '9b98b8c7a33c4b65b9aebfe6a799e6d9', 'reward': 5}",612
34e19e3dc5ea431a810374298da4d28b,offer completed,"{'offer_id': 'ae264e3637204a6fb9bb56bc8210ddfd', 'reward': 10}",612
ce9cb5c521054dcc997b5170cf52a533,transaction,{'amount': 2.37},612
de0945c55cec445aa4d4132d3c6118d3,transaction,{'amount': 24.35},612
1fa45d0a243c4303b070877b7e161d85,transaction,{'amount': 5.39},612
92eaea9385cb46af8ca6fe47adb7e279,offer viewed,{'offer id': 'ae264e3637204a6fb9bb56bc8210ddfd'},612
34133498709c4f2b95af0cc334171602,transaction,{'amount': 37.1},612
11e648deac3b4a98ad5c10bb398fd393,transaction,{'amount': 2.55},612
93372c50aa324bc799b9d5b74070ea21,transaction,{'amount': 27.43},612
f30a184f52714d5db004369913e5da91,transaction,{'amount': 2.46},612
58e87f3a869142f592332fbdf0181869,transaction,{'amount': 7.61},612
9c563cf237064fd39cf150e0d386c135,transaction,{'amount': 1.58},612
ea211c4dc01340f5a537edadab883244,offer viewed,{'offer id': '3f207df678b143eea3cee63160fa8bed'},612
d12bcab81d0e4479817a2c0cbd9909a6,offer viewed,{'offer id': '2906b810c7d4411798c6938adc9daaa5'},612
b6d35c42216046cfb40d2154b8bfbe73,transaction,{'amount': 35.91},612
b6d35c42216046cfb40d2154b8bfbe73,offer completed,"{'offer_id': '2906b810c7d4411798c6938adc9daaa5', 'reward': 2}",612
a9f2f3b42bbb4808a43dba4eddc31e41,transaction,{'amount': 24.39},612
d0730c86e9f34da1a8d458c28ab5bd49,transaction,{'amount': 19.97},612
5aff1ed327694a849b9b51e8125e2be9,transaction,{'amount': 8.1},612
d52343d699514a84be29aa801602440f,transaction,{'amount': 24.73},612
d52343d699514a84be29aa801602440f,offer completed,"{'offer_id': '0b1e1539f2cc45b7b9fa7c272da2e1d7', 'reward': 5}",612
61b362601d934a5998c6d40737f5a62e,transaction,{'amount': 29.21},612
cc78f8a770c64097a5f2cc4676a8e290,transaction,{'amount': 4.51},612
70837cfc2ebd48dba6f92f6c685d88e1,transaction,{'amount': 2.35},612
9dcaa45110564728b0e43b053c5644f6,transaction,{'amount': 2.31},612
d09c99f76c7d4fbf9fc7ae5c833f3e38,transaction,{'amount': 2.32},612
444de670c39b46c0a0a878d4788d499d,offer viewed,{'offer id': 'f19421c1d4aa40978ebb69ca19b0e20d'},612
7b30262eef3d4ea69aa84fa09aee70ed,transaction,{'amount': 0.46},612
fd29f0057d704acab6c6ab0162dc2f6c,offer viewed,{'offer id': '2298d6c36e964ae4a3e7e9706d1fb8c2'},612
fd29f0057d704acab6c6ab0162dc2f6c,transaction,{'amount': 1.4100000000000001},612
94206fc6b89b4ae8b39d2cc9d870ef4d,offer viewed,{'offer id': '4d5c57ea9a6940dd891ad53e9dbe8da0'},612
018a49ffb8cf4812903e7c1f56fbb0b0,transaction,{'amount': 4.94},612
1df8639582174541b6585b2d07715157,transaction,{'amount': 6.73},612
3c99b9da98fe465190e624ae69b0234b,transaction,{'amount': 1.8599999999999999},612
a893aea4e53a459abb7b7c38e6522c37,transaction,{'amount': 1.12},612
438b72c4145340d0951e2009351b2163,transaction,{'amount': 20.34},612
7d6a59f524ac4133874049ac68b93bb2,transaction,{'amount': 4.03},612
5e8d0ba2daa149a2a6e40495e03ea0c7,offer viewed,{'offer id': 'ae264e3637204a6fb9bb56bc8210ddfd'},612
322e2846ec574c6e8aee62fef3eea33e,transaction,{'amount': 8.97},612
7ba3599e588744af8c0f51d135b35d4d,offer viewed,{'offer id': 'f19421c1d4aa40978ebb69ca19b0e20d'},612
637b71c75f1444e38e2e361746590e5a,transaction,{'amount': 1.32},612
d3209835a40a423fbf2c967218d00bcd,transaction,{'amount': 11.96},612
d3209835a40a423fbf2c967218d00bcd,offer completed,"{'offer_id': 'ae264e3637204a6fb9bb56bc8210ddfd', 'reward': 10}",612
d3209835a40a423fbf2c967218d00bcd,offer completed,"{'offer_id': 'ae264e3637204a6fb9bb56bc8210ddfd', 'reward': 10}",612
13d551f1c2084eb584d6f5cad4c1348f,transaction,{'amount': 4.53},612
a9cedc8333814f60a3d146b2aed75b58,transaction,{'amount': 5.33},612
b440267d0f8c4c028141e12b03ded83d,transaction,{'amount': 4.27},612
b440267d0f8c4c028141e12b03ded83d,offer completed,"{'offer_id': '0b1e1539f2cc45b7b9fa7c272da2e1d7', 'reward': 5}",612
a425b937d8f245048313d81bee4e1745,offer viewed,{'offer id': 'fafdcd668e3743c1bb461111dcafc2a4'},612
a425b937d8f245048313d81bee4e1745,transaction,{'amount': 12.66},612
a425b937d8f245048313d81bee4e1745,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",612
a425b937d8f245048313d81bee4e1745,offer completed,"{'offer_id': '4d5c57ea9a6940dd891ad53e9dbe8da0', 'reward': 10}",612
a425b937d8f245048313d81bee4e1745,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",612
6af556ad6e3a4046b8eec8156295d9e9,offer viewed,{'offer id': '4d5c57ea9a6940dd891ad53e9dbe8da0'},612
a1c793fdc13b4cf1a69149b2d473be5a,transaction,{'amount': 2.54},612
9388ac636ddd48579dc16f4faef47e73,transaction,{'amount': 22.38},612
ef19f741b64545cd9bcfa2d537a7b968,transaction,{'amount': 13.94},612
ef19f741b64545cd9bcfa2d537a7b968,offer completed,"{'offer_id': '9b98b8c7a33c4b65b9aebfe6a799e6d9', 'reward': 5}",612
ea9fa7fbbcdc44d79b0f0d62d5bbbc41,transaction,{'amount': 1.1400000000000001},612
3dfb16c7592048699d72aba5307fc67d,transaction,{'amount': 2.27},612
3dfb16c7592048699d72aba5307fc67d,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",612
edbc758c7c064562bb700298db948853,offer viewed,{'offer id': 'ae264e3637204a6fb9bb56bc8210ddfd'},612
edbc758c7c064562bb700298db948853,transaction,{'amount': 1.4},612
a509b9395b23477385120b259ffe9e6b,transaction,{'amount': 32.22},612
a9fbb81cea3a41eab9cdf1d2952c9cd4,offer viewed,{'offer id': 'fafdcd668e3743c1bb461111dcafc2a4'},612
a9fbb81cea3a41eab9cdf1d2952c9cd4,transaction,{'amount': 1.83},612
84b74412fc934aed89b6904fcc4f9c3c,offer viewed,{'offer id': '4d5c57ea9a6940dd891ad53e9dbe8da0'},612
d819428f44234b24a1851503756bc537,transaction,{'amount': 14.66},612
e1711365801040bd9300b970b19efa32,transaction,{'amount': 24.56},612
03aaca8d2f4448a0a1a4bc1423b3b45a,transaction,{'amount': 3.74},612
24ade653d9a4485c89f31a8316367930,transaction,{'amount': 21.71},612
24ade653d9a4485c89f31a8316367930,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",612
04e0842b079c4113a759aa6e09ea17ed,transaction,{'amount': 11.91},612
04e0842b079c4113a759aa6e09ea17ed,offer completed,"{'offer_id': '2906b810c7d4411798c6938adc9daaa5', 'reward': 2}",612
e2c7ee64f5e84f97baf61efed5a6569d,transaction,{'amount': 20.03},612
e2c7ee64f5e84f97baf61efed5a6569d,offer completed,"{'offer_id': '9b98b8c7a33c4b65b9aebfe6a799e6d9', 'reward': 5}",612
a5123c75def349978d195b32b4d753a8,transaction,{'amount': 13.36},612
ccc4d0442c45440bacce6b03350cf52a,transaction,{'amount': 1.57},612
9b57b7bc4ea24fc1a3d2f4760a141941,offer viewed,{'offer id': 'ae264e3637204a6fb9bb56bc8210ddfd'},612
56874b6e64364c7384c7a4f82a8b5266,transaction,{'amount': 1.06},612
017160c1cdb845d48abec3c330b4427e,transaction,{'amount': 22.29},612
017160c1cdb845d48abec3c330b4427e,offer completed,"{'offer_id': '0b1e1539f2cc45b7b9fa7c272da2e1d7', 'reward': 5}",612
445142fe73dc423a8f165765d831debb,transaction,{'amount': 15.63},612
a1a27287679c448fa78a6d934dd665b6,transaction,{'amount': 3.12},612
d901d12bb9334492b762f607d0ab4bd6,offer viewed,{'offer id': '2906b810c7d4411798c6938adc9daaa5'},612
2d2a9b0c54b04b2bb545a0158de57896,transaction,{'amount': 4.98},612
a4f3350b08934d41a80e526317842b40,transaction,{'amount': 0.45},612
95ce722d4d3a48dd915b3be37884cf9f,offer viewed,{'offer id': '3f207df678b143eea3cee63160fa8bed'},612
95ce722d4d3a48dd915b3be37884cf9f,transaction,{'amount': 33.33},612
c8c5b06729f04e4f81759c605d839658,transaction,{'amount': 2.21},612
30466298a6d64c24ac6d5a54185013b7,transaction,{'amount': 6.48},612
30466298a6d64c24ac6d5a54185013b7,offer completed,"{'offer_id': '2906b810c7d4411798c6938adc9daaa5', 'reward': 2}",612
9ba69b8af90948c99acc8e5d3e0e5219,transaction,{'amount': 1.9500000000000002},612
503caff4d83a40309d1a7877e4a8dda6,transaction,{'amount': 12.47},612
1b3fcb16f7fe41e5806bd22d5eb494f2,transaction,{'amount': 1.62},612
020d72e77c704c42bb0a858c1aaa3bcd,offer viewed,{'offer id': '3f207df678b143eea3cee63160fa8bed'},612
cb05f9eea3954e4ebad6d84ee897a465,transaction,{'amount': 5.35},612
f9f162cda5cd4c278ff6363da968a7ef,transaction,{'amount': 0.78},612
83e6dac7cbc7490e896a60bfd3154398,transaction,{'amount': 1.85},612
f9b172b45ea2495ba31fee39ca23e9b5,transaction,{'amount': 4.65},612
75bc7856f9d843a3a9f6eecf651070a0,transaction,{'amount': 0.07},612
85d51ac3c81f49b9a179e80cf11d41f1,transaction,{'amount': 15.48},612
cf7e4e33c98e4a2489846d97d46cb84e,transaction,{'amount': 4.32},612
67150b0ac62b4762b327de7242ede92e,offer viewed,{'offer id': '9b98b8c7a33c4b65b9aebfe6a799e6d9'},612
e3385d8c1c324d63a0857cb22776509d,offer viewed,{'offer id': 'fafdcd668e3743c1bb461111dcafc2a4'},612
e3385d8c1c324d63a0857cb22776509d,transaction,{'amount': 6.31},612
536ab076982d4b10aea44b4a4624ebe9,transaction,{'amount': 0.18},612
dcd4fe47f8fd496fb1bbcb673a35d481,transaction,{'amount': 6.39},612
d733b649392d44ac9bf43595a4ea6c83,transaction,{'amount': 5.8100000000000005},612
96cac717ce2d4547842e06982d75f735,offer viewed,{'offer id': '3f207df678b143eea3cee63160fa8bed'},612
f5505ccfce114bb19c6fc3de170c7639,transaction,{'amount': 16.34},612
735283da85944373871631c53835558a,transaction,{'amount': 10.21},612
735283da85944373871631c53835558a,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",612
735283da85944373871631c53835558a,offer completed,"{'offer_id': '2298d6c36e964ae4a3e7e9706d1fb8c2', 'reward': 3}",612
66e5459d394e418f94411e88ff43f8da,transaction,{'amount': 4.37},612
6b3cad7e250740a185cf6430eef11325,offer viewed,{'offer id': 'fafdcd668e3743c1bb461111dcafc2a4'},612
d83de059930842498e10a1d832ab0f7a,offer viewed,{'offer id': '2298d6c36e964ae4a3e7e9706d1fb8c2'},612
d83de059930842498e10a1d832ab0f7a,transaction,{'amount': 2.31},612
fab66562e2d74078b1306d2549e90543,offer viewed,{'offer id': 'fafdcd668e3743c1bb461111dcafc2a4'},612
70b101d6e43e48efb30af0569413eb9a,transaction,{'amount': 7.23},612
ac95693f45c14b71b35bad811f8f430f,offer viewed,{'offer id': '2298d6c36e964ae4a3e7e9706d1fb8c2'},612
cc3c53d1212c42d99bcb4a1f016239e3,transaction,{'amount': 4.43},612
0a56aac1e1b34467aabab91930db6786,transaction,{'amount': 21.77},612
f6b861329acb4700ac87fdea8183b799,transaction,{'amount': 27.82},612
f3f01dc54d864996af547f0aa1aa704c,offer viewed,{'offer id': '5a8bc65990b245e5a138643cd4eb9837'},612
5328aad35dd747da9dd21c31b137069c,transaction,{'amount': 5.07},612
ab25fd6fbd5040f880751921e4029757,transaction,{'amount': 9.79},612
c3dfa90ae52046d99affcae8e094af56,transaction,{'amount': 11.16},612
787d7fac9488408b99bc4be662ae2655,transaction,{'amount': 30.58},612
787d7fac9488408b99bc4be662ae2655,offer completed,"{'offer_id': 'f19421c1d4aa40978ebb69ca19b0e20d', 'reward': 5}",612
c9044e16606e462b87985518a0b048b6,transaction,{'amount': 21.68},612
fde9c2ca1c184c3eab2c7161c5f6a6c7,transaction,{'amount': 17.56},612
fde9c2ca1c184c3eab2c7161c5f6a6c7,offer completed,"{'offer_id': '9b98b8c7a33c4b65b9aebfe6a799e6d9', 'reward': 5}",612
e23c4f41de304fdb9b95c868849f9cd4,transaction,{'amount': 0.14},612
b24ff3da6ff94079bb4d15ab7420e4b8,transaction,{'amount': 21.48},612
bd5d8f38464e480c935c7ef2bc6b715d,offer viewed,{'offer id': '2298d6c36e964ae4a3e7e9706d1fb8c2'},612
de4c5385c3bc4575bbd780e38ab4d300,transaction,{'amount': 12.13},612
167594819bb84f848528d759e6253827,transaction,{'amount': 2.35},612
84e1bb6e797041729b43d0be2607081f,transaction,{'amount': 6.07},612
d3c252891c324c628ce1383487e12492,offer viewed,{'offer id': 'f19421c1d4aa40978ebb69ca19b0e20d'},612
4181890d96874b49a39fbcb22cb48853,transaction,{'amount': 21.52},612
5733053c80004117bd3b617ab7503825,transaction,{'amount': 8.33},612
6de8c3d6952c4868a5a0cc540cf4dca1,offer viewed,{'offer id': '5a8bc65990b245e5a138643cd4eb9837'},612
4e31b61bc1514801aac0dce9920ef365,offer viewed,{'offer id': '9b98b8c7a33c4b65b9aebfe6a799e6d9'},612
af69a507aefd4ecdbc4c33b0ec4dfe61,transaction,{'amount': 10.39},612
6c95222abddf42a3a28fe1425c7e173e,transaction,{'amount': 19.58},612
6c95222abddf42a3a28fe1425c7e173e,offer completed,"{'offer_id': '4d5c57ea9a6940dd891ad53e9dbe8da0', 'reward': 10}",612
6c95222abddf42a3a28fe1425c7e173e,offer completed,"{'offer_id': 'ae264e3637204a6fb9bb56bc8210ddfd', 'reward': 10}",612
d343a92de6c142dc880d984873d950ef,transaction,{'amount': 0.72},612
13d4cf14f2ce47249b3cfb8a1128a7d1,transaction,{'amount': 2.18},612
f52b70a5d2044363bcef800c2f9efe73,transaction,{'amount': 18.35},612
f52b70a5d2044363bcef800c2f9efe73,offer completed,"{'offer_id': '4d5c57ea9a6940dd891ad53e9dbe8da0', 'reward': 10}",612
d8c0599851414c419612359de7a93882,transaction,{'amount': 15.81},612
d8c0599851414c419612359de7a93882,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",612
72e932abc2e34e699c2d4dfe6529cd28,transaction,{'amount': 7.51},612
72e932abc2e34e699c2d4dfe6529cd28,offer completed,"{'offer_id': '2298d6c36e964ae4a3e7e9706d1fb8c2', 'reward': 3}",612
2a06fdb4f40749cb8830973a99e9672a,transaction,{'amount': 0.99},612
ac0ba442fade4e9eb587feb5e408de99,transaction,{'amount': 2.44},612
0c55f7afe6a44b859a2344af100ec3f3,transaction,{'amount': 1.96},612
a5c858fd73334e0b9c6abfc487478846,transaction,{'amount': 11.1},612
7d1dac0eb66147b89636f9e4aacb3d74,transaction,{'amount': 3.83},612
b669b308d4fa4bff837d68d86a78e6b1,transaction,{'amount': 21.27},612
a9035280036b4e21bfe017153319c1b3,transaction,{'amount': 0.9},612
a9035280036b4e21bfe017153319c1b3,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",612
2096848bba8f49d98344be3fdc433798,transaction,{'amount': 0.99},612
e3325dbf54de4e3f805d856ec918b757,transaction,{'amount': 5.77},612
